effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/belisarians_chill_king					
wh2_main_effect_brt_upkeep_lords	military_spending.png	70	military_spending.png	campaign	false
wh_main_effect_brt_dragons_upkeep	military_spending.png	109	military_spending.png	campaign	false
wh_main_effect_brt_dragons_attack	melee.png	66	melee.png	battle	true
wh_main_effect_brt_dragons_armour	armour.png	101	armour.png	battle	true
wh_main_effect_brt_dragons_fatigue_vet	vigour.png	66	vigour.png	battle	false
wh_main_effect_brt_dragons_ward_save	resistance_ward_save.png	66	resistance_ward_save.png	battle	true
wh_main_effect_brt_dragons_melee_defence_vet	defence.png	101	defence.png	battle	true
wh_main_effect_brt_dragons_missile_damage	ranged_damage.png	66	ranged_damage.png	battle	true
wh_main_effect_brt_dragons_charge	charge.png	66	charge.png	battle	true
wh_main_effect_brt_dragons_reload	ranged_damage.png	66	ranged_damage.png	battle	true
wh_main_effect_brt_dragons_weapon_strength	weapon_damage.png	66	weapon_damage.png	battle	true
wh_main_effect_brt_dragons_armour_vet	armour.png	101	armour.png	battle	true
wh_main_effect_brt_chill_king_excalibur	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_brt_chill_king_camelot_armor	chill_king_camelot_castle.png	3	chill_king_camelot_castle.png	battle	true
wh_main_effect_brt_chill_king_excalibur_overcharge	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_brt_chill_king_excalibur_slash	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_force_army_battle_movement_speed_enemy	battle_movement.png	101	battle_movement.png	battle	false
wh2_main_effect_magic_ice_chill_king_enable_ice_shields	spell_ability.png	4	spell_ability.png	battle	true
wh2_main_effect_magic_ice_chill_king_enable_crystal_field	spell_ability.png	4	spell_ability.png	battle	true
wh2_main_effect_magic_ice_chill_king_enable_snowstorm	spell_ability.png	4	spell_ability.png	battle	true
wh2_main_effect_magic_ice_chill_king_enable_blades_of_ice_overcharge	spell_ability.png	4	spell_ability.png	battle	true
wh2_main_effect_magic_ice_chill_king_enable_blades_of_ice	spell_ability.png	4	spell_ability.png	battle	true
wh2_main_effect_magic_ice_chill_king_enable_ice_wall	spell_ability.png	4	spell_ability.png	battle	true
wh2_main_effect_magic_ice_chill_king_enable_snowman	spell_ability.png	4	spell_ability.png	battle	true
wh2_main_effect_magic_ice_chill_king_enable_icy_fresh	spell_ability.png	4	spell_ability.png	battle	true
