effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/freezing_beam_dummy				
eternal_ice_25	freezing_beam_dummy	faction_to_faction_own_unseen	25.0000	start_turn_completed
eternal_ice_26	freezing_beam_dummy	faction_to_faction_own_unseen	26.0000	start_turn_completed
eternal_ice_27	freezing_beam_dummy	faction_to_faction_own_unseen	27.0000	start_turn_completed
eternal_ice_28	freezing_beam_dummy	faction_to_faction_own_unseen	28.0000	start_turn_completed
eternal_ice_29	freezing_beam_dummy	faction_to_faction_own_unseen	29.0000	start_turn_completed
eternal_ice_30	freezing_beam_dummy	faction_to_faction_own_unseen	30.0000	start_turn_completed
eternal_ice_31	freezing_beam_dummy	faction_to_faction_own_unseen	31.0000	start_turn_completed
eternal_ice_32	freezing_beam_dummy	faction_to_faction_own_unseen	32.0000	start_turn_completed
eternal_ice_33	freezing_beam_dummy	faction_to_faction_own_unseen	33.0000	start_turn_completed
eternal_ice_34	freezing_beam_dummy	faction_to_faction_own_unseen	34.0000	start_turn_completed
eternal_ice_35	freezing_beam_dummy	faction_to_faction_own_unseen	35.0000	start_turn_completed
eternal_ice_36	freezing_beam_dummy	faction_to_faction_own_unseen	36.0000	start_turn_completed
eternal_ice_37	freezing_beam_dummy	faction_to_faction_own_unseen	37.0000	start_turn_completed
eternal_ice_38	freezing_beam_dummy	faction_to_faction_own_unseen	38.0000	start_turn_completed
eternal_ice_39	freezing_beam_dummy	faction_to_faction_own_unseen	39.0000	start_turn_completed
eternal_ice_40	freezing_beam_dummy	faction_to_faction_own_unseen	40.0000	start_turn_completed
eternal_ice_41	freezing_beam_dummy	faction_to_faction_own_unseen	41.0000	start_turn_completed
eternal_ice_42	freezing_beam_dummy	faction_to_faction_own_unseen	42.0000	start_turn_completed
eternal_ice_43	freezing_beam_dummy	faction_to_faction_own_unseen	43.0000	start_turn_completed
eternal_ice_44	freezing_beam_dummy	faction_to_faction_own_unseen	44.0000	start_turn_completed
eternal_ice_45	freezing_beam_dummy	faction_to_faction_own_unseen	45.0000	start_turn_completed
eternal_ice_46	freezing_beam_dummy	faction_to_faction_own_unseen	46.0000	start_turn_completed
eternal_ice_47	freezing_beam_dummy	faction_to_faction_own_unseen	47.0000	start_turn_completed
eternal_ice_48	freezing_beam_dummy	faction_to_faction_own_unseen	48.0000	start_turn_completed
eternal_ice_49	freezing_beam_dummy	faction_to_faction_own_unseen	49.0000	start_turn_completed
eternal_ice_50	freezing_beam_dummy	faction_to_faction_own_unseen	50.0000	start_turn_completed
eternal_ice_51	freezing_beam_dummy	faction_to_faction_own_unseen	51.0000	start_turn_completed
eternal_ice_52	freezing_beam_dummy	faction_to_faction_own_unseen	52.0000	start_turn_completed
eternal_ice_53	freezing_beam_dummy	faction_to_faction_own_unseen	53.0000	start_turn_completed
eternal_ice_54	freezing_beam_dummy	faction_to_faction_own_unseen	54.0000	start_turn_completed
eternal_ice_55	freezing_beam_dummy	faction_to_faction_own_unseen	55.0000	start_turn_completed
eternal_ice_56	freezing_beam_dummy	faction_to_faction_own_unseen	56.0000	start_turn_completed
eternal_ice_57	freezing_beam_dummy	faction_to_faction_own_unseen	57.0000	start_turn_completed
eternal_ice_58	freezing_beam_dummy	faction_to_faction_own_unseen	58.0000	start_turn_completed
eternal_ice_59	freezing_beam_dummy	faction_to_faction_own_unseen	59.0000	start_turn_completed
eternal_ice_60	freezing_beam_dummy	faction_to_faction_own_unseen	60.0000	start_turn_completed
eternal_ice_61	freezing_beam_dummy	faction_to_faction_own_unseen	61.0000	start_turn_completed
eternal_ice_62	freezing_beam_dummy	faction_to_faction_own_unseen	62.0000	start_turn_completed
eternal_ice_63	freezing_beam_dummy	faction_to_faction_own_unseen	63.0000	start_turn_completed
eternal_ice_64	freezing_beam_dummy	faction_to_faction_own_unseen	64.0000	start_turn_completed
eternal_ice_65	freezing_beam_dummy	faction_to_faction_own_unseen	65.0000	start_turn_completed
eternal_ice_66	freezing_beam_dummy	faction_to_faction_own_unseen	66.0000	start_turn_completed
eternal_ice_67	freezing_beam_dummy	faction_to_faction_own_unseen	67.0000	start_turn_completed
eternal_ice_68	freezing_beam_dummy	faction_to_faction_own_unseen	68.0000	start_turn_completed
eternal_ice_69	freezing_beam_dummy	faction_to_faction_own_unseen	69.0000	start_turn_completed
eternal_ice_70	freezing_beam_dummy	faction_to_faction_own_unseen	70.0000	start_turn_completed
eternal_ice_71	freezing_beam_dummy	faction_to_faction_own_unseen	71.0000	start_turn_completed
eternal_ice_72	freezing_beam_dummy	faction_to_faction_own_unseen	72.0000	start_turn_completed
eternal_ice_73	freezing_beam_dummy	faction_to_faction_own_unseen	73.0000	start_turn_completed
eternal_ice_74	freezing_beam_dummy	faction_to_faction_own_unseen	74.0000	start_turn_completed
eternal_ice_75	freezing_beam_dummy	faction_to_faction_own_unseen	75.0000	start_turn_completed
eternal_ice_76	freezing_beam_dummy	faction_to_faction_own_unseen	76.0000	start_turn_completed
