effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/belisarians_chill_king_grand_spells				
eternal_ice_0	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_1	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_2	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_3	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_4	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_5	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_6	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_7	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_8	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_9	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_10	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_11	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_12	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_13	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_14	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_15	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_16	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_17	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_18	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_19	wh_main_effect_public_order_events	faction_to_province_own	-1.0000	start_turn_completed
eternal_ice_20	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_21	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_22	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_23	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_24	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_25	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_26	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_27	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_28	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_29	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
eternal_ice_30	wh_main_effect_public_order_events	faction_to_province_own	0.0000	start_turn_completed
