attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/belisarians_chill_king_units_snowmen	
non_vampire_territory	wh_main_brt_inf_cute_snowmen_shield
non_vampire_territory	wh_main_brt_inf_cute_snowmen_halb
non_vampire_territory	wh_main_brt_inf_cute_snowmen_axe
snow	wh_main_brt_inf_cute_snowmen_shield
snow	wh_main_brt_inf_cute_snowmen_halb
snow	wh_main_brt_inf_cute_snowmen_axe
mountain	wh_main_brt_inf_cute_snowmen_shield
mountain	wh_main_brt_inf_cute_snowmen_halb
mountain	wh_main_brt_inf_cute_snowmen_axe
